"League","Season","hometeam","awayteam","EI_home","EI_away"
"BL",2009,"Hoffenheim","Stuttgart",0,0.14887849247516
"BL",2009,"Mainz","Schalke 04",0,0
"BL",2009,"M'gladbach","Leverkusen",0,0.147730446408428
"BL",2009,"Bochum","Hannover",0.376939718340822,0.448352705258725
"BL",2009,"Werder Bremen","Hamburg",0.038078277821478,0.134966704308329
"BL",2009,"Nurnberg","FC Koln",0.147265681097245,0
"BL",2009,"Wolfsburg","Ein Frankfurt",0,0
"BL",2009,"Freiburg","Dortmund",0,0
"BL",2009,"Hertha","Bayern Munich",0,0
"BL",2009,"Dortmund","Wolfsburg",0.0409003325975866,0
"BL",2009,"Schalke 04","Werder Bremen",0.065328444783155,0.10595800513087
"BL",2009,"Hamburg","Nurnberg",0.0117296129602523,0.106433489213599
"BL",2009,"Stuttgart","Mainz",0.0219731092780281,0
"BL",2009,"Hannover","M'gladbach",0.0714723119772858,0
"BL",2009,"Ein Frankfurt","Hoffenheim",0,0
"BL",2009,"Leverkusen","Hertha",0.0534295896888556,0.0354916205405847
"BL",2009,"FC Koln","Freiburg",0,0.0192084161275979
"BL",2009,"Bayern Munich","Bochum",0.0421700711457292,0.0478391757872634
"BL",2009,"Freiburg","Wolfsburg",0.149177397735284,0.00965512573066169
"BL",2009,"Hoffenheim","Hamburg",3.27777908322629e-17,0.0519056104777562
"BL",2009,"Werder Bremen","FC Koln",0.0415782774894958,1.14263301364347e-16
"BL",2009,"Hertha","Schalke 04",0.0534376421946298,0.0377292302863512
"BL",2009,"Leverkusen","Hannover",0.0457189666416228,0.038037799269577
"BL",2009,"Mainz","Ein Frankfurt",0,0.00203269771796498
"BL",2009,"Nurnberg","Dortmund",0.0634349825982195,0.0374009118962298
"BL",2009,"M'gladbach","Bayern Munich",0,0.0187142411237457
"BL",2009,"Bochum","Stuttgart",0.0473272759195891,0.0450506538702424
"BL",2009,"Ein Frankfurt","Hertha",0.00516623774600701,0.0343484855009623
"BL",2009,"Dortmund","Hoffenheim",0.0386582155205396,0
"BL",2009,"Bayern Munich","Hannover",0.0209242147484404,0.0371896166654529
"BL",2009,"Wolfsburg","Werder Bremen",0.0260195208739821,0.0373543620396699
"BL",2009,"Freiburg","Nurnberg",0.126542806704843,0.107215962271778
"BL",2009,"Hamburg","Mainz",0.062027236196668,0.000349085835016395
"BL",2009,"Schalke 04","M'gladbach",0.023411046649807,0
"BL",2009,"Stuttgart","Leverkusen",0.044717707500762,0.0449963642336242
"BL",2009,"FC Koln","Bochum",0.000883138328098381,0.0447685851705991
"BL",2009,"Nurnberg","Wolfsburg",0.0477596060942013,0.00624665205723297
"BL",2009,"Bochum","Hamburg",0.0368935974090448,0.0165096923945209
"BL",2009,"Leverkusen","Bayern Munich",0.03084982008458,0.0185000135787768
"BL",2009,"Hertha","Stuttgart",0.0416900482440865,0.0362375183827214
"BL",2009,"Hannover","Schalke 04",0.0467482477996611,0.0356235278331056
"BL",2009,"Werder Bremen","Freiburg",0.0236648143287797,0.0166423677610402
"BL",2009,"Hoffenheim","FC Koln",0,0.00989797477758793
"BL",2009,"Mainz","Dortmund",0.000153036961818176,0.0540274647991774
"BL",2009,"M'gladbach","Ein Frankfurt",0.000332202821644365,0.019566654317238
"BL",2009,"Hamburg","Hannover",0.0278448338929652,0.0256150760395651
"BL",2009,"Wolfsburg","Hoffenheim",0.00270662149878662,2.70452800092629e-05
"BL",2009,"FC Koln","Hertha",0.00101717177523756,0.0107378726854669
"BL",2009,"Dortmund","Werder Bremen",0.0582024881578185,0.0594015883202037
"BL",2009,"Nurnberg","Mainz",0.0166074850403052,0.00167366517248184
"BL",2009,"Stuttgart","M'gladbach",0.016264581991776,0.000105128168016661
"BL",2009,"Ein Frankfurt","Leverkusen",0.00909284255130068,0.0355379342800178
"BL",2009,"Freiburg","Bochum",0.0261631672462572,0.0307660131958595
"BL",2009,"Schalke 04","Bayern Munich",0.0695227663533134,0.0744735528197902
"BL",2009,"M'gladbach","Hamburg",0.00298016948590334,0.0408573163025649
"BL",2009,"Hoffenheim","Freiburg",0.00080855202976346,0.0110412547440457
"BL",2009,"Leverkusen","Schalke 04",0.0590983830683688,0.0260405897692738
"BL",2009,"Mainz","Wolfsburg",0.00351792412083228,0.00430050495307422
"BL",2009,"Bayern Munich","Stuttgart",0.0205083083116298,0.0260340095723068
"BL",2009,"Werder Bremen","Nurnberg",0.0166567692361753,0.0281187429976492
"BL",2009,"Hannover","FC Koln",0.0351984057752292,0.0179982778885697
"BL",2009,"Hertha","Dortmund",0.0194526914733537,0.0207528858016629
"BL",2009,"Bochum","Ein Frankfurt",0.037581230787658,0.00693064995927004
"BL",2009,"Wolfsburg","Hertha",0.0124982725679693,0.00908320847048772
"BL",2009,"Hamburg","Schalke 04",0.0197414607282235,0.00933229106279667
"BL",2009,"Dortmund","Leverkusen",0.0337421535124692,0.0376039532707353
"BL",2009,"Freiburg","Mainz",0.0209475625742147,0.012459124261011
"BL",2009,"Nurnberg","Hoffenheim",0.0146990286841504,0.00130848805658214
"BL",2009,"Stuttgart","Hannover",0.0204746043089966,0.0386553474696823
"BL",2009,"Werder Bremen","Bochum",0.0109578785101797,0.0275532175712047
"BL",2009,"Ein Frankfurt","Bayern Munich",0.00342952044117093,0.0213336000976215
"BL",2009,"FC Koln","M'gladbach",0.00118037409772489,0.00186523187761738
"BL",2009,"Leverkusen","Hamburg",0.0283433314644916,0.0420961705122789
"BL",2009,"Hoffenheim","Werder Bremen",0.00054808591756859,0.0073290199622757
"BL",2009,"Bayern Munich","Freiburg",0.000415981140044775,0.000184914155460581
"BL",2009,"M'gladbach","Wolfsburg",0.000561625625846151,0.00415356716360031
"BL",2009,"Hertha","Nurnberg",0.045672832373033,0.0384433714365413
"BL",2009,"Mainz","FC Koln",0.00373610231229806,0.00154805693613894
"BL",2009,"Hannover","Ein Frankfurt",0.012454952049937,0.00281963520474737
"BL",2009,"Bochum","Dortmund",0.021502818427161,0.0293731826762388
"BL",2009,"Schalke 04","Stuttgart",0.0230344504621891,0.012674819091148
"BL",2009,"Hoffenheim","Mainz",0.00223048287032081,0.00520960414118588
"BL",2009,"Nurnberg","Leverkusen",0.0241833635511722,0.0217950781664323
"BL",2009,"Dortmund","M'gladbach",0.0122967202032962,0.000578446993984546
"BL",2009,"Werder Bremen","Stuttgart",0.0052134944064523,0.00343456784638439
"BL",2009,"Ein Frankfurt","Schalke 04",0.00716503013686337,0.0255388906073099
"BL",2009,"Hamburg","Hertha",0.0194851873563883,0.024294972650964
"BL",2009,"Freiburg","Hannover",0.0231481333459003,0.0311544849724005
"BL",2009,"Wolfsburg","Bochum",0.00325095182493465,0.00623110360537801
"BL",2009,"FC Koln","Bayern Munich",0.00107667514020323,0.0060593876988964
"BL",2009,"Bayern Munich","Hamburg",0.00185061839721133,0.00159456307827681
"BL",2009,"Hannover","Wolfsburg",0.0129489943466307,0.00590324555295837
"BL",2009,"Leverkusen","FC Koln",0.00967828171388753,0.00212423275748184
"BL",2009,"Mainz","Werder Bremen",0.00222694191185449,0.00515840739786007
"BL",2009,"Bochum","Nurnberg",0.0159770954111503,0.0153690363693609
"BL",2009,"Hertha","Hoffenheim",0.0247644555694645,0.0029006998607529
"BL",2009,"M'gladbach","Freiburg",0.00228420055424292,0.0062123313938979
"BL",2009,"Stuttgart","Ein Frankfurt",0.00730730405498799,0.00418446725990275
"BL",2009,"Schalke 04","Dortmund",0.0296121881137339,0.0270285057206381
"BL",2009,"Wolfsburg","Schalke 04",0.0043456033976099,0.0156324276766297
"BL",2009,"Werder Bremen","Leverkusen",0.00846333108398221,0.0117371778997765
"BL",2009,"Freiburg","Hertha",0.0257060004813968,0.0180856698574944
"BL",2009,"FC Koln","Stuttgart",0.00100202017424602,0.0064565959203235
"BL",2009,"Dortmund","Hannover",0.0237048548278621,0.030865032666065
"BL",2009,"Hamburg","Ein Frankfurt",0.0157057161354112,0.00965518075807666
"BL",2009,"Mainz","Bochum",0.00344160435959361,0.00289467095132928
"BL",2009,"Nurnberg","Bayern Munich",0.00280835989552142,0.00588063050119535
"BL",2009,"Hoffenheim","M'gladbach",0.00341543677950859,0.00116838047489672
"BL",2009,"Ein Frankfurt","Freiburg",0.00453698243380091,0.0204971301124896
"BL",2009,"Schalke 04","FC Koln",0.00662510818177499,0.000570630398279367
"BL",2009,"Bayern Munich","Dortmund",0.00970018709496485,0.0034877790354507
"BL",2009,"Leverkusen","Wolfsburg",0.0109056814376763,0.00575821106930619
"BL",2009,"Hannover","Werder Bremen",0.0296282824527241,0.00802489015958151
"BL",2009,"Hertha","Mainz",0.00839970565002483,0.0033559555078762
"BL",2009,"Bochum","Hoffenheim",0.0156086430882373,0.00688195206048774
"BL",2009,"Stuttgart","Hamburg",0.0376980737101647,0.039464053030302
"BL",2009,"M'gladbach","Nurnberg",0.0127634232838485,0.00710126624194363
"BL",2009,"Dortmund","Ein Frankfurt",0.019686377802509,0.00788220999266761
"BL",2009,"Mainz","M'gladbach",0.00431006281913998,0.00126721282830534
"BL",2009,"Nurnberg","Stuttgart",0.018810026630803,0.00956677311200432
"BL",2009,"Freiburg","Schalke 04",0.00205539727302764,0.00924497551005659
"BL",2009,"Bochum","Leverkusen",0.00328456460156713,0.00582945678996672
"BL",2009,"Hoffenheim","Hannover",0.00841751857785027,0.0304677986873137
"BL",2009,"FC Koln","Hamburg",0.00333324032789607,0.0102375892854978
"BL",2009,"Wolfsburg","Bayern Munich",0.00720693768211345,0.0183409270216021
"BL",2009,"Werder Bremen","Hertha",0.00251703979948619,0.00979173662736107
"BL",2009,"Leverkusen","Freiburg",0.00306334527340978,0.00101133985251837
"BL",2009,"Stuttgart","Dortmund",0.0103334339218674,0.0195547857327943
"BL",2009,"Schalke 04","Hoffenheim",0.00922929831904494,0.00399125058136263
"BL",2009,"M'gladbach","Werder Bremen",0.0162149508222743,0.00997773279506599
"BL",2009,"Hannover","Nurnberg",0.0298851148099829,0.0207016914540834
"BL",2009,"Bayern Munich","Mainz",0.000606137920412614,0.000251938361948021
"BL",2009,"Ein Frankfurt","FC Koln",0.00488818015913597,0.0167454078478977
"BL",2009,"Hertha","Bochum",0.012925113677406,0.012715232703321
"BL",2009,"Hamburg","Wolfsburg",0.012359260846163,0.00932381531843713
"BL",2009,"Hoffenheim","Leverkusen",0.00775256709226352,0.0145281953411914
"BL",2009,"Wolfsburg","FC Koln",0.0078127078569421,0.0159246495015028
"BL",2009,"Dortmund","Hamburg",0.0149251588794339,0.0175909653987131
"BL",2009,"Bochum","Schalke 04",0.00419339766877512,0.00360049763119798
"BL",2009,"Hertha","M'gladbach",0.0115549277928947,0.00598921179625518
"BL",2009,"Mainz","Hannover",0.00767060982101885,0.0250766479896027
"BL",2009,"Nurnberg","Ein Frankfurt",0.00798115929803691,0.00299333040547892
"BL",2009,"Werder Bremen","Bayern Munich",0.0161589533117231,0.028176011460896
"BL",2009,"Freiburg","Stuttgart",0.00163220522118544,0.00589354277128372
"BL",2009,"FC Koln","Dortmund",0.00363702424308642,0.0101895181023172
"BL",2009,"Schalke 04","Nurnberg",0.00594267692145462,0.00381640959795708
"BL",2009,"Stuttgart","Wolfsburg",0.0109523538426154,0.0122740715555288
"BL",2009,"Ein Frankfurt","Werder Bremen",0.00880699752842216,0.0161654893347174
"BL",2009,"Leverkusen","Mainz",0.00299985466445053,0.000837621946043067
"BL",2009,"Hannover","Hertha",0.0257920804519916,0.0152706328533966
"BL",2009,"Hamburg","Freiburg",0.00537105110387215,0.00276276897880427
"BL",2009,"M'gladbach","Bochum",0.00940490032992776,0.0187601153986285
"BL",2009,"Bayern Munich","Hoffenheim",0.00544781836546091,0.0012713310310163
"BL",2009,"FC Koln","Nurnberg",0.0273852391370408,0.0220434588083114
"BL",2009,"Hamburg","Werder Bremen",0.0107987047572663,0.0119999939737074
"BL",2009,"Stuttgart","Hoffenheim",0.0108238655949998,0.0142681952256235
"BL",2009,"Ein Frankfurt","Wolfsburg",0.00250386360403599,0.00650176434013594
"BL",2009,"Leverkusen","M'gladbach",0.00161504903039903,0.000211917847102139
"BL",2009,"Bayern Munich","Hertha",0.00110510254967301,0.000319625667895192
"BL",2009,"Dortmund","Freiburg",0.00320360172583814,0.000918826443705118
"BL",2009,"Hannover","Bochum",0.0217385859852102,0.0252588476172219
"BL",2009,"Schalke 04","Mainz",0.00280965185354627,0.00111493530011921
"BL",2009,"Wolfsburg","Dortmund",0.0229557157999731,0.0238168495717535
"BL",2009,"Mainz","Stuttgart",0.00180359105544062,0.00232178680522872
"BL",2009,"Werder Bremen","Schalke 04",0.0258962553957687,0.0232902458576622
"BL",2009,"M'gladbach","Hannover",0.0119550798918288,0.0164774659817248
"BL",2009,"Nurnberg","Hamburg",0.0123152818636565,0.0195926246556537
"BL",2009,"Freiburg","FC Koln",0.0127354068886008,0.0123343075242212
"BL",2009,"Hoffenheim","Ein Frankfurt",0.00811833266903711,0.00287310512850139
"BL",2009,"Bochum","Bayern Munich",0.00817264558304762,0.0121532245769088
"BL",2009,"Hertha","Leverkusen",0.00347003088380648,0.0069353486501119
"BL",2009,"Schalke 04","Hertha",0.00818377169073811,0.00180673600083863
"BL",2009,"FC Koln","Werder Bremen",0.00491901213697288,0.0114149120034654
"BL",2009,"Ein Frankfurt","Mainz",0.00649867974761493,0.000988355575650725
"BL",2009,"Dortmund","Nurnberg",0.00625813421022768,0.00337848420057185
"BL",2009,"Hannover","Leverkusen",0.00128073358181862,0.00814264717145636
"BL",2009,"Hamburg","Hoffenheim",0.00856497340514564,0.00588592722126906
"BL",2009,"Wolfsburg","Freiburg",0.0083094010430314,0.00666718727068023
"BL",2009,"Stuttgart","Bochum",0.00420908841579177,0.00124418438359339
"BL",2009,"Bayern Munich","M'gladbach",0.00133163031094091,0.000187184248665349
"BL",2009,"Hannover","Bayern Munich",0.0148048279626312,0.0207705592415636
"BL",2009,"Leverkusen","Stuttgart",0.00795565585443043,0.00439159553288713
"BL",2009,"M'gladbach","Schalke 04",0.0215684603792956,0.00861316422095719
"BL",2009,"Werder Bremen","Wolfsburg",0.00830250337251988,0.00830440303229765
"BL",2009,"Mainz","Hamburg",0.00285832182610515,0.00657910083762856
"BL",2009,"Nurnberg","Freiburg",0.0232297195994463,0.0238814145597285
"BL",2009,"Hertha","Ein Frankfurt",0.017065918276595,0.0182824511370835
"BL",2009,"Hoffenheim","Dortmund",0.0240011065951819,0.024848440791212
"BL",2009,"Bochum","FC Koln",0.00894825868515234,0.00869423784220669
"BL",2009,"Hamburg","Bochum",0.013652450666495,0.0119476610006342
"BL",2009,"Bayern Munich","Leverkusen",0.0110989475307802,0.0064284881344002
"BL",2009,"Dortmund","Mainz",0.009582957744309,0.00220969437156115
"BL",2009,"Freiburg","Werder Bremen",0.00304933612563964,0.00370488319705317
"BL",2009,"Wolfsburg","Nurnberg",0.0134170488264798,0.0076483972760038
"BL",2009,"Ein Frankfurt","M'gladbach",0.00520539686299176,0.0194755260022007
"BL",2009,"FC Koln","Hoffenheim",0.0073593798296628,0.00571679490897434
"BL",2009,"Stuttgart","Hertha",0.00642283532172122,0.00113207919237641
"BL",2009,"Schalke 04","Hannover",0.00853522837945935,0.00240135517531595
"BL",2009,"Hertha","FC Koln",0.0296645272036857,0.0221478281251356
"BL",2009,"Werder Bremen","Dortmund",0.00540111944784808,0.00266720132076742
"BL",2009,"Hannover","Hamburg",0.00222811023786774,0.00782025813330557
"BL",2009,"Hoffenheim","Wolfsburg",0.00959309553612999,0.00849643516579301
"BL",2009,"M'gladbach","Stuttgart",0.00169163460327851,0.00261894023395505
"BL",2009,"Bayern Munich","Schalke 04",0.0152624950191136,0.0146707366162743
"BL",2009,"Mainz","Nurnberg",0.0122500719386972,0.00804997606686268
"BL",2009,"Bochum","Freiburg",0.0148956693618863,0.0197780124156883
"BL",2009,"Leverkusen","Ein Frankfurt",0.00893826868118874,0.00167309190968229
"BL",2009,"Ein Frankfurt","Bochum",0.00973123767708692,0.0122205821061663
"BL",2009,"Freiburg","Hoffenheim",0.00459430506801955,0.00441512502538643
"BL",2009,"Schalke 04","Leverkusen",0.0105967186719636,0.00805649305871419
"BL",2009,"Nurnberg","Werder Bremen",0.00217747001884531,0.00413065388419519
"BL",2009,"Wolfsburg","Mainz",0.00393725804116315,0.00284090149852591
"BL",2009,"Hamburg","M'gladbach",0.0096316778067291,0.0134094785361644
"BL",2009,"FC Koln","Hannover",0.0110429910608953,0.019219731242829
"BL",2009,"Stuttgart","Bayern Munich",0.00186443258111684,0.00993015867289704
"BL",2009,"Dortmund","Hertha",0.0127249137721672,0.0215050562497421
"BL",2009,"Bochum","Werder Bremen",0.00335935281103843,0.00424510529956476
"BL",2009,"Schalke 04","Hamburg",0.0116025821921448,0.0135152806028711
"BL",2009,"Hertha","Wolfsburg",0.0041716902862778,0.00673918678593047
"BL",2009,"Hannover","Stuttgart",0.0125226572313579,0.00979026208235478
"BL",2009,"Hoffenheim","Nurnberg",0.00335036393347921,0.00138361832516678
"BL",2009,"Mainz","Freiburg",0.0135676869989823,0.0063097969760361
"BL",2009,"M'gladbach","FC Koln",0.00811588158792314,0.00177748415147528
"BL",2009,"Bayern Munich","Ein Frankfurt",0.000684790049477542,0.000201353004897925
"BL",2009,"Leverkusen","Dortmund",0.00653607591744897,0.00508746763515892
"BL",2009,"Dortmund","Bochum",0.00618221730439548,0.00197236040964707
"BL",2009,"Wolfsburg","M'gladbach",0.00165240574934197,0.000777844697491236
"BL",2009,"Hamburg","Leverkusen",0.0083450921884065,0.00523526550273337
"BL",2009,"Stuttgart","Schalke 04",0.0122623720368419,0.0173855056016961
"BL",2009,"FC Koln","Mainz",0.00526425496570273,0.00200472918610073
"BL",2009,"Werder Bremen","Hoffenheim",0.00386348435529573,0.00112133718969101
"BL",2009,"Nurnberg","Hertha",0.0172351721045722,0.0285799864945658
"BL",2009,"Ein Frankfurt","Hannover",0.00428106067134249,0.000895452138827761
"BL",2009,"Freiburg","Bayern Munich",0.00247239085317106,0.00728597334819095
"BL",2009,"Hertha","Hamburg",0.0215363047748197,0.0115312305027505
"BL",2009,"Stuttgart","Werder Bremen",0.0212010484664086,0.00942388282428242
"BL",2009,"M'gladbach","Dortmund",0.00545932356772196,0.0116589827130838
"BL",2009,"Bochum","Wolfsburg",0.00247378844658747,0.00627575465825456
"BL",2009,"Leverkusen","Nurnberg",0.00147972607390061,0.000510033235207125
"BL",2009,"Mainz","Hoffenheim",0.023129935138536,0.0099976107781841
"BL",2009,"Hannover","Freiburg",0.0165511739860204,0.0125432750318191
"BL",2009,"Bayern Munich","FC Koln",0.00488247197410035,0.00146405601932081
"BL",2009,"Schalke 04","Ein Frankfurt",0.00216960292114478,0.000995837204578046
"BL",2009,"Hoffenheim","Hertha",0.0028911291853597,0.00300148578933884
"BL",2009,"Freiburg","M'gladbach",0.0132495873973242,0.019190927378167
"BL",2009,"Hamburg","Bayern Munich",0.0164668985919396,0.0185583765667635
"BL",2009,"Ein Frankfurt","Stuttgart",0.00364051277858511,0.0038554054162199
"BL",2009,"Dortmund","Schalke 04",0.0183920624147974,0.0217192391909262
"BL",2009,"Werder Bremen","Mainz",0.00079519945937853,0.000367759463375214
"BL",2009,"FC Koln","Leverkusen",0.00667497877706033,0.0107909541591004
"BL",2009,"Wolfsburg","Hannover",0.00372253475085157,0.00229736250608894
"BL",2009,"Nurnberg","Bochum",0.00938049918485437,0.0119739443148306
"BL",2009,"Leverkusen","Werder Bremen",0.00591515386396136,0.00351687440676498
"BL",2009,"Hertha","Freiburg",0.0190941487620573,0.0180254723504033
"BL",2009,"Ein Frankfurt","Hamburg",0.00117502564987561,0.00350761913651616
"BL",2009,"Bayern Munich","Nurnberg",0.000918638240833793,0.000322415995294767
"BL",2009,"Bochum","Mainz",0.00855359908774221,0.0146865367907231
"BL",2009,"M'gladbach","Hoffenheim",0.0159222444926519,0.0152344369328981
"BL",2009,"Stuttgart","FC Koln",0.00859707603267101,0.00962926842605814
"BL",2009,"Hannover","Dortmund",0.00309086824692914,0.00423005695051175
"BL",2009,"Schalke 04","Wolfsburg",0.00989249132817758,0.0102014400072333
"BL",2009,"FC Koln","Schalke 04",0.00485145793993798,0.00655740986290478
"BL",2009,"Werder Bremen","Hannover",0.00358210101465004,0.00438487064792061
"BL",2009,"Hamburg","Stuttgart",0.0172267414073089,0.0156986095160117
"BL",2009,"Nurnberg","M'gladbach",0.00799831288521107,0.0166360382347741
"BL",2009,"Wolfsburg","Leverkusen",0.0142125809185731,0.0178845964121023
"BL",2009,"Mainz","Hertha",0.0197996814456958,0.0247790150461479
"BL",2009,"Freiburg","Ein Frankfurt",0.00709222757618184,0.016486483641154
"BL",2009,"Hoffenheim","Bochum",0.00685795322315196,0.00359911577617997
"BL",2009,"Dortmund","Bayern Munich",0.0150426163253877,0.0131468553041869
"BL",2009,"Hamburg","FC Koln",0.00147254001432788,0.000590233368175124
"BL",2009,"Hertha","Werder Bremen",0.0160790365767519,0.0072007860679593
"BL",2009,"Bayern Munich","Wolfsburg",0.0176631337054971,0.0144284130061557
"BL",2009,"Stuttgart","Nurnberg",0.00623039185030566,0.0029571202811314
"BL",2009,"Hannover","Hoffenheim",0.00859201107044212,0.00903356811896867
"BL",2009,"Schalke 04","Freiburg",0.0113150213948292,0.0102150526709839
"BL",2009,"Ein Frankfurt","Dortmund",0.00300960560653007,0.00384673411436514
"BL",2009,"Leverkusen","Bochum",0.000579432275339483,0.00037775237781736
"BL",2009,"M'gladbach","Mainz",0.00368085536044593,0.00159289597679553
"BL",2009,"Werder Bremen","M'gladbach",0.000647224672130886,0.000554502886769569
"BL",2009,"Wolfsburg","Hamburg",0.0117354353447942,0.0170831655840109
"BL",2009,"Bochum","Hertha",0.00929166771798992,0.021312273457701
"BL",2009,"Dortmund","Stuttgart",0.0113590266242517,0.0139024956873424
"BL",2009,"Freiburg","Leverkusen",0.00403837776228804,0.0122090874508595
"BL",2009,"Nurnberg","Hannover",0.0112603529683153,0.0120088566563913
"BL",2009,"FC Koln","Ein Frankfurt",0.00760529940174935,0.00271263716745206
"BL",2009,"Mainz","Bayern Munich",0.0187693153729469,0.00765357818881959
"BL",2009,"Hoffenheim","Schalke 04",0.00276461302917146,0.00756534278549394
"BL",2009,"Schalke 04","Bochum",0.00498122735579307,0.000673173251206441
"BL",2009,"M'gladbach","Hertha",0.0142660499347553,0.0174918005839939
"BL",2009,"FC Koln","Wolfsburg",0.016101687223418,0.00812997506591765
"BL",2009,"Bayern Munich","Werder Bremen",0.00491066198888716,0.00325598676595369
"BL",2009,"Ein Frankfurt","Nurnberg",0.00427858225444245,0.000869813993968324
"BL",2009,"Hannover","Mainz",0.00938348362130909,0.00569917332614377
"BL",2009,"Leverkusen","Hoffenheim",0.00960434978643279,0.00389620092961289
"BL",2009,"Stuttgart","Freiburg",0.00179142683741661,0.000692305962434578
"BL",2009,"Hamburg","Dortmund",0.0176153177824393,0.0157233142267622
"BL",2009,"Freiburg","Hamburg",0.000724076899735539,0.00327005804779749
"BL",2009,"Bochum","M'gladbach",0.00135212676279345,0.00257725187195598
"BL",2009,"Hoffenheim","Bayern Munich",0.00307417800114072,0.00578904431598684
"BL",2009,"Nurnberg","Schalke 04",0.012835041881148,0.0127262359984397
"BL",2009,"Mainz","Leverkusen",0.00260832731054142,0.00346166296752318
"BL",2009,"Hertha","Hannover",0.0155920624057454,0.0189700351356215
"BL",2009,"Dortmund","FC Koln",0.0111678568434412,0.0273769637887381
"BL",2009,"Werder Bremen","Ein Frankfurt",0.00807572678881332,0.00969178872096388
"BL",2009,"Wolfsburg","Stuttgart",0.0120876521176638,0.0173373684586261
"ED",2009,"Roda JC","Willem II",0.244662274267411,0
"ED",2009,"Waalwijk","VVV Venlo",0,0
"ED",2009,"Utrecht","Vitesse",0,0
"ED",2009,"NAC Breda","Twente",0.110188781490974,0.192806144260238
"ED",2009,"Groningen","Sparta Rotterdam",0.015009855649125,0
"ED",2009,"AZ Alkmaar","PSV Eindhoven",0,0
"ED",2009,"Feyenoord","Heerenveen",0,0
"ED",2009,"Heracles","Den Haag",0,0
"ED",2009,"Nijmegen","Ajax",0,0.0281345718555321
"ED",2009,"Den Haag","Waalwijk",0.0603984569570716,0
"ED",2009,"Sparta Rotterdam","Utrecht",0.0732561958381751,0
"ED",2009,"Vitesse","Roda JC",0.00707135220207493,0.0569659707462908
"ED",2009,"VVV Venlo","Nijmegen",0.0299827982825574,1.01056854731811e-16
"ED",2009,"Heerenveen","NAC Breda",0,0.0100566135650249
"ED",2009,"Ajax","Heracles",0.0196333352970872,0.00224854361882314
"ED",2009,"PSV Eindhoven","Groningen",0.0100130874631489,0.00356614356849418
"ED",2009,"Twente","Feyenoord",0.0665121345590315,0
"ED",2009,"Willem II","AZ Alkmaar",0.00134710764139816,0.00183891243756875
"ED",2009,"Den Haag","Nijmegen",0.0417058779785937,0.0279088660564666
"ED",2009,"Utrecht","Groningen",0,0.00530506767499477
"ED",2009,"Feyenoord","Sparta Rotterdam",0.0146165870594175,0.0338424937792183
"ED",2009,"Heerenveen","PSV Eindhoven",0,0.0230071587745289
"ED",2009,"Roda JC","VVV Venlo",0.014692344994377,0.00682680306865676
"ED",2009,"Willem II","Ajax",0.0232912489662418,0.0372409689283926
"ED",2009,"Heracles","Waalwijk",0.0048267814143615,0.000301077134082636
"ED",2009,"AZ Alkmaar","Twente",0.0295125623259519,0.032864275441293
"ED",2009,"Vitesse","NAC Breda",0.00166587825313062,0.0105348845705506
"ED",2009,"Groningen","Willem II",0.016456707594611,0.0410973591298963
"ED",2009,"Ajax","VVV Venlo",0.023879812278544,0.00233311148714005
"ED",2009,"PSV Eindhoven","Feyenoord",0.0236162557636189,0.00112377191096327
"ED",2009,"Utrecht","Den Haag",0.00986351863826931,0.0294916765572161
"ED",2009,"Sparta Rotterdam","Heracles",0.0269615443799496,0.0130210373948982
"ED",2009,"NAC Breda","Roda JC",0.0685540335093913,0.0533772034977873
"ED",2009,"Nijmegen","AZ Alkmaar",0.00245464951311871,0.00444864167629149
"ED",2009,"Twente","Heerenveen",0.0432384064462775,0.0131738684251753
"ED",2009,"Waalwijk","Vitesse",0.000246767998671549,0.0014255658824247
"ED",2009,"Willem II","PSV Eindhoven",0.0402351089723836,0.0124825163572899
"ED",2009,"Heracles","Nijmegen",0.00523784193083993,0.00670726554878214
"ED",2009,"Feyenoord","NAC Breda",0.00071008353192673,0.00910810670847474
"ED",2009,"Den Haag","Ajax",0.0188778430736784,0.0392197793685269
"ED",2009,"Heerenveen","Sparta Rotterdam",0.00312791447797097,0.034461756851414
"ED",2009,"Roda JC","Waalwijk",0.0119903034723635,0.00146560377052334
"ED",2009,"AZ Alkmaar","Utrecht",0.0482832930036491,0.0496665809737274
"ED",2009,"VVV Venlo","Twente",0.00624356929554281,0.0273429048394974
"ED",2009,"Vitesse","Groningen",0.0150022064507324,0.00410160018710755
"ED",2009,"Feyenoord","Vitesse",0.00200865576592502,0.000480191736250668
"ED",2009,"Utrecht","Waalwijk",0.00220214622832664,0.000553470075290921
"ED",2009,"VVV Venlo","PSV Eindhoven",0.00213194837533605,0.00672219106092502
"ED",2009,"Ajax","Groningen",0.0144041867048978,0.00176316656150732
"ED",2009,"Nijmegen","Feyenoord",0.00433982166785092,0.00099499843607758
"ED",2009,"Twente","Sparta Rotterdam",0.0214104279061415,0.0295156751979212
"ED",2009,"AZ Alkmaar","Heracles",0.0553405295714498,0.0522095191297335
"ED",2009,"Roda JC","Heerenveen",0.0182355598699606,0.0210073323264208
"ED",2009,"Vitesse","Willem II",0.037685619690898,0.0395743588196354
"ED",2009,"NAC Breda","Den Haag",0.0402471157462146,0.0272722239356135
"ED",2009,"Den Haag","VVV Venlo",0.0220940911215272,0.0125732760306359
